2024-12-29 11:07:15: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:15: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:15: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:15: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:15: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:15: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:15: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:16: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:17: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:18: Acceleration=9.85m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:19: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:20: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:21: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:22: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:23: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:24: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:25: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:26: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:27: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:28: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:29: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:30: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:31: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:32: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:33: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:35: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:36: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:36: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:36: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:36: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:36: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:57:36: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=9.68m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=9.61m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=9.93m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=10.07m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=9.56m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:32: Acceleration=10.11m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.92m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=10.41m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.74m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=10.04m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.02m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:33: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.89m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=10.02m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:34: Acceleration=9.52m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.56m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.52m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=11.05m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.63m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.93m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.87m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.98m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:35: Acceleration=9.68m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.49m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.49m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.63m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.90m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.94m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:36: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.79m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.71m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=10.01m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.70m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:37: Acceleration=9.86m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.77m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.84m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.80m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.78m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.92m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.83m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.82m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:38: Acceleration=9.81m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.91m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.76m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.99m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.75m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.72m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.73m/s^2, Velocity=0.0km/h, Status=NORMAL
2024-12-29 14:59:39: Acceleration=9.88m/s^2, Velocity=0.0km/h, Status=NORMAL
